id,name,title,description,difficulty_level,topic,time,is_published,created_at,updated_at,duration,end_time,negative_marks,correct_answer_marks,shuffle,show_answers,lock_solutions,is_form,show_mastery_option,reading_material,quiz_type,is_custom,banner_id,exam_id,show_unanswered,ends_at,lives,live_count,coin_count,questions_count,daily_date,max_mistake_count,reading_materials
43,,Structural Organisation in Animals and Plants (7),,,Structural Organisation in Animals,2024-07-03T00:00:00.000+05:30,True,2024-07-03T11:00:08.958+05:30,2024-09-23T18:43:27.751+05:30,128,2024-07-04T00:00:00.000+05:30,1.0,4.0,True,True,False,False,False,,,False,,,False,2025-01-18,,Free Test,-1,128,"January 17, 2025",15,[]
